  -2.50000000     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.49000001     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.48000002     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.47000003     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.46000004     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.45000005     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.44000006     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.43000007     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.42000008     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.41000009     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.40000010     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.39000010     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.38000011     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.36999989     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.35999990     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.34999990     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.33999991     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.32999992     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.31999993     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.30999994     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.29999995     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.28999996     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.27999997     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.26999998     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.25999999     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.25000000     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.24000001     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.23000002     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.22000003     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.21000004     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.20000005     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.19000006     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.18000007     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.17000008     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.16000009     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.15000010     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.14000010     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.13000011     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.11999989     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.11000013     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.09999990     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.08999991     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.07999992     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.06999993     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.05999994     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
  -2.04999995     ,   1.43992411E-05 ,   0.00000000     ,   0.00000000    
